question_id,company_id,source_url,doc_title,source_type,page_or_section,source_priority,crawl_allowed,link_check,source_detail_note,file_url,evidence_text,confidence
goldns-0011,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0012,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0013,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0014,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0015,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0016,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0017,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0018,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0019,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0020,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0021,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0022,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0023,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0024,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0025,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0026,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0027,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0028,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0029,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0030,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0031,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0032,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0033,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0034,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0035,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0036,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0037,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0038,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0039,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0040,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0041,goldns,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260323000991,2025_exctvSttus.json,dataset_excel_reference,2025_exctvSttus.json,1,True,direct filing page,,colletor-ai/output_restart_goldns_20260616/골드앤에스_일반자료_20260616/02_재무_신용/DART_주요정보/2025_exctvSttus.json,임원 5명 중 여성 0명,high
goldns-0042,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0043,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0044,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0045,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0046,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0047,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0048,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0049,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0050,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0051,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0052,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0053,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0054,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0055,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0056,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0057,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0058,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0059,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0060,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0061,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0062,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0063,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0064,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0065,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0066,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0067,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0068,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0069,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0070,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0071,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0072,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0073,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0074,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0075,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0076,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0077,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0078,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0079,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0080,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0081,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0082,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0083,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0084,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0085,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0086,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0087,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0088,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0089,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0090,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0091,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0092,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0093,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0094,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0095,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0096,goldns,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260323000991,2025_empSttus.json,dataset_excel_reference,2025_empSttus.json,1,True,direct filing page,,colletor-ai/output_restart_goldns_20260616/골드앤에스_일반자료_20260616/02_재무_신용/DART_주요정보/2025_empSttus.json,총급여 1997553000원 ÷ 46명,high
goldns-0097,goldns,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260323000991,2025_empSttus.json,dataset_excel_reference,2025_empSttus.json,1,True,direct filing page,,colletor-ai/output_restart_goldns_20260616/골드앤에스_일반자료_20260616/02_재무_신용/DART_주요정보/2025_empSttus.json,여 평균 38380794 ÷ 남 평균 57717167,high
goldns-0098,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0099,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0100,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0101,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0102,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0103,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0104,goldns,https://www.safetykorea.kr/recall/recallBoard?selectedOption=3&textWord=%EA%B3%A8%EB%93%9C%EC%95%A4%EC%97%90%EC%8A%A4&pageNo=0,제재이력.json,dataset_excel_reference,제재이력.json,1,True,direct official page,품질·안전 법규위반 회수/강제리콜: 0건 (safetykorea·식약처),,품질·안전 법규위반 회수/강제리콜 0건,high
goldns-0105,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0106,goldns,https://www.safetykorea.kr/recall/recallBoard?selectedOption=3&textWord=%EA%B3%A8%EB%93%9C%EC%95%A4%EC%97%90%EC%8A%A4&pageNo=0,제재이력.json,dataset_excel_reference,제재이력.json,1,True,direct official page,비자발(명령·권고) 리콜: 0건 (safetykorea),,비자발(명령·권고) 리콜 0건,high
goldns-0107,goldns,https://www.safetykorea.kr/recall/recallBoard?selectedOption=3&textWord=%EA%B3%A8%EB%93%9C%EC%95%A4%EC%97%90%EC%8A%A4&pageNo=0,제재이력.json,dataset_excel_reference,제재이력.json,1,True,direct official page,자발적 리콜: 0건 (safetykorea),,자발적 리콜 0건,high
goldns-0108,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0109,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0110,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0111,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0112,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0113,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0114,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0115,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0116,goldns,https://www.pipc.go.kr/np/cop/bbs/selectBoardList.do?bbsId=BS074&mCode=C020010000&searchCnd=0&searchWrd=%EA%B3%A8%EB%93%9C%EC%95%A4%EC%97%90%EC%8A%A4,제재이력.json,dataset_excel_reference,제재이력.json,1,True,direct official page,개인정보 보호법 행정처분(공표 별표): 0건 (개인정보위 결과공표(BS258)),,개인정보 보호법 행정처분(공표 별표) 0건,high
goldns-0117,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0118,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0119,goldns,https://www.pipc.go.kr/np/cop/bbs/selectBoardList.do?bbsId=BS074&mCode=C020010000&searchCnd=0&searchWrd=%EA%B3%A8%EB%93%9C%EC%95%A4%EC%97%90%EC%8A%A4,제재이력.json,dataset_excel_reference,제재이력.json,1,True,direct official page,개인정보 유출 처분: 0건 (개인정보위 결과공표(BS258)),,개인정보 유출 처분 0건,high
goldns-0120,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0121,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0122,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0123,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0124,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0125,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0126,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0127,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0128,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0129,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0130,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0131,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0132,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0133,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0134,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0135,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0136,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0137,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0138,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0139,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0140,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0141,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0142,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0143,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0144,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0145,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0146,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0147,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0148,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0149,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0150,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0151,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0152,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0153,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0154,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0155,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0156,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0157,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0158,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0159,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0160,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0161,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0162,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0163,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0164,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0165,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0166,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0167,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0168,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0169,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0170,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0171,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0172,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0173,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0174,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0175,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0176,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0177,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0178,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0179,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0180,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0181,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0182,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0183,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0184,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0185,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0186,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0187,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0188,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0189,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0190,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0191,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0192,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0193,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0194,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0195,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0196,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0197,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0198,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0199,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0200,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0201,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0202,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0203,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0204,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0205,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0206,goldns,https://www.minimumwage.go.kr/minWage/policy/decisionMain.do,2025 최저임금 고시,dataset_excel_reference,2025 최저임금 고시,1,True,direct official page,"2025년 법정 최저임금 월환산(2,096,270원=시급×209h). 연도별: 2023 2,010,580, 2024 2,060,740, 2025 2,096,270",,2025 최저임금 고시,high
goldns-0207,goldns,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260323000991,2025_재무_OFS.json,dataset_excel_reference,2025_재무_OFS.json,1,True,direct filing page,,colletor-ai/output_restart_goldns_20260616/골드앤에스_일반자료_20260616/02_재무_신용/DART_주요정보/2025_재무_OFS.json,매출액 9019704769원,high
goldns-0208,goldns,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260323000991,2025_재무_OFS.json,dataset_excel_reference,2025_재무_OFS.json,1,True,direct filing page,,colletor-ai/output_restart_goldns_20260616/골드앤에스_일반자료_20260616/02_재무_신용/DART_주요정보/2025_재무_OFS.json,유형자산 취득 962635945원,high
goldns-0209,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0210,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0211,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0212,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0213,goldns,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260323000991,2025_재무_OFS.json,dataset_excel_reference,2025_재무_OFS.json,1,True,direct filing page,,colletor-ai/output_restart_goldns_20260616/골드앤에스_일반자료_20260616/02_재무_신용/DART_주요정보/2025_재무_OFS.json,법인세비용 1991820원,medium
goldns-0214,goldns,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260323000991,2025_재무_OFS.json,dataset_excel_reference,2025_재무_OFS.json,1,True,direct filing page,,colletor-ai/output_restart_goldns_20260616/골드앤에스_일반자료_20260616/02_재무_신용/DART_주요정보/2025_재무_OFS.json,당기순이익 -1474321263 − 배당 0원,medium
goldns-0215,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0216,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0217,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0218,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0219,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0220,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0221,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0222,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0223,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0224,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0225,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0226,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0227,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0228,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0229,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0230,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0231,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0232,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0233,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0234,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0235,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0236,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0237,goldns,https://case.ftc.go.kr/ocp/co/violtLawList.do,제재이력.json,dataset_excel_reference,제재이력.json,1,True,direct official page,공정거래 법령 위반(제재): 0건 (공정위 법위반사실조회),,공정거래 법령 위반(제재) 0건,high
goldns-0238,goldns,https://case.ftc.go.kr/ocp/co/violtLawList.do,제재이력.json,dataset_excel_reference,제재이력.json,1,True,direct official page,공정거래 과징금 부과: 0건 (공정위 법위반사실조회),,공정거래 과징금 부과 0건,high
goldns-0239,goldns,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260323000991,2025_outcmpnyDrctrNdChangeSttus.json,dataset_excel_reference,2025_outcmpnyDrctrNdChangeSttus.json,1,True,direct filing page,,colletor-ai/output_restart_goldns_20260616/골드앤에스_일반자료_20260616/02_재무_신용/DART_주요정보/2025_outcmpnyDrctrNdChangeSttus.json,이사 4 − 사외이사 2,high
goldns-0240,goldns,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260323000991,2025_outcmpnyDrctrNdChangeSttus.json,dataset_excel_reference,2025_outcmpnyDrctrNdChangeSttus.json,1,True,direct filing page,,colletor-ai/output_restart_goldns_20260616/골드앤에스_일반자료_20260616/02_재무_신용/DART_주요정보/2025_outcmpnyDrctrNdChangeSttus.json,사외이사 2,high
goldns-0241,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0242,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0243,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0244,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0245,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0246,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0247,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0248,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0249,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0250,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
goldns-0251,goldns,,,dataset_excel_reference,,,False,,,,Not disclosed,
