question_id,company_id,source_url,doc_title,source_type,page_or_section,source_priority,crawl_allowed,link_check,source_detail_note,file_url,evidence_text,confidence
emni-0081,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0082,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0083,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0084,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0085,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0086,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0087,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0088,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0089,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0090,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0091,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0092,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0093,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0094,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0095,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0096,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0097,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0098,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0099,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0100,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0101,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0102,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0103,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0104,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0105,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0106,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0107,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0108,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0109,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0110,emni,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260323000723,2025_empSttus.json,dataset_excel_reference,2025_empSttus.json,1,True,direct filing page,,colletor-ai/output_restart_emni_20260617/이엠앤아이_일반자료_20260617/02_재무_신용/DART_주요정보/2025_empSttus.json,총급여 963864000원 ÷ 20명,high
emni-0111,emni,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250321001534,2024_empSttus.json,dataset_excel_reference,2024_empSttus.json,1,True,direct filing page,,colletor-ai/output_restart_emni_20260617/이엠앤아이_일반자료_20260617/02_재무_신용/DART_주요정보/2024_empSttus.json,49 (2024),high
emni-0112,emni,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240321001778,2023_empSttus.json,dataset_excel_reference,2023_empSttus.json,1,True,direct filing page,,colletor-ai/output_restart_emni_20260617/이엠앤아이_일반자료_20260617/02_재무_신용/DART_주요정보/2023_empSttus.json,64 (2023),high
emni-0113,emni,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260323000723,2025_empSttus.json,dataset_excel_reference,2025_empSttus.json,1,True,direct filing page,,colletor-ai/output_restart_emni_20260617/이엠앤아이_일반자료_20260617/02_재무_신용/DART_주요정보/2025_empSttus.json,여 평균 50990800 ÷ 남 평균 45395600,high
emni-0114,emni,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250321001534,2024_empSttus.json,dataset_excel_reference,2024_empSttus.json,1,True,direct filing page,,colletor-ai/output_restart_emni_20260617/이엠앤아이_일반자료_20260617/02_재무_신용/DART_주요정보/2024_empSttus.json,104.1 (2024),high
emni-0115,emni,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240321001778,2023_empSttus.json,dataset_excel_reference,2023_empSttus.json,1,True,direct filing page,,colletor-ai/output_restart_emni_20260617/이엠앤아이_일반자료_20260617/02_재무_신용/DART_주요정보/2023_empSttus.json,47.3 (2023),high
emni-0116,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0117,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0118,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0119,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0120,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0121,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0122,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0123,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0124,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0125,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0126,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0127,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0128,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0129,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0130,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0131,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0132,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0133,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0134,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0135,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0136,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0137,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0138,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0139,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0140,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0141,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0142,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0143,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0144,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0145,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0146,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0147,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0148,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0149,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0150,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0151,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0152,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0153,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0154,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0155,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0156,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0157,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0158,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0159,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0160,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0161,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0162,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0163,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0164,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0165,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0166,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0167,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0168,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0169,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0170,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0171,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0172,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0173,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0174,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0175,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0176,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0177,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0178,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0179,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0180,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0181,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0182,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0183,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0184,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0185,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0186,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0187,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0188,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0189,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0190,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0191,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0192,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0193,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0194,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0195,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0196,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0197,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0198,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0199,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0200,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0201,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0202,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0203,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0204,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0205,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0206,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0207,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0208,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0209,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0210,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0211,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0212,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0213,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0214,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0215,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0216,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0217,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0218,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0219,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0220,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0221,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0222,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0223,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0224,emni,https://www.minimumwage.go.kr/minWage/policy/decisionMain.do,2025 최저임금 고시,dataset_excel_reference,2025 최저임금 고시,1,True,direct official page,"2025년 법정 최저임금 월환산(2,096,270원=시급×209h). 연도별: 2023 2,010,580, 2024 2,060,740, 2025 2,096,270",,2025 최저임금 고시,high
emni-0225,emni,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260323000723,2025_재무_CFS.json,dataset_excel_reference,2025_재무_CFS.json,1,True,direct filing page,,colletor-ai/output_restart_emni_20260617/이엠앤아이_일반자료_20260617/02_재무_신용/DART_재무/2025_재무_CFS.json,매출액 18380261067원,high
emni-0226,emni,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250321001534,2024_재무_OFS.json,dataset_excel_reference,2024_재무_OFS.json,1,True,direct filing page,,output_restart_emni_20260617/이엠앤아이_일반자료_20260617/02_재무_신용/DART_재무/2024_재무_OFS.json,29699 (2024),high
emni-0227,emni,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240321001778,2023_재무_CFS.json,dataset_excel_reference,2023_재무_CFS.json,1,True,direct filing page,,colletor-ai/output_restart_emni_20260617/이엠앤아이_일반자료_20260617/02_재무_신용/DART_재무/2023_재무_CFS.json,26312 (2023),high
emni-0228,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0229,emni,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260323000723,2025_재무_CFS.json,dataset_excel_reference,2025_재무_CFS.json,1,True,direct filing page,,colletor-ai/output_restart_emni_20260617/이엠앤아이_일반자료_20260617/02_재무_신용/DART_재무/2025_재무_CFS.json,이자비용 890696540원,high
emni-0230,emni,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250321001534,2024_재무_OFS.json,dataset_excel_reference,2024_재무_OFS.json,1,True,direct filing page,,output_restart_emni_20260617/이엠앤아이_일반자료_20260617/02_재무_신용/DART_재무/2024_재무_OFS.json,749 (2024),high
emni-0231,emni,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240321001778,2023_재무_CFS.json,dataset_excel_reference,2023_재무_CFS.json,1,True,direct filing page,,colletor-ai/output_restart_emni_20260617/이엠앤아이_일반자료_20260617/02_재무_신용/DART_재무/2023_재무_CFS.json,114 (2023),high
emni-0232,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0233,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0234,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0235,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0236,emni,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260323000723,2025_재무_CFS.json,dataset_excel_reference,2025_재무_CFS.json,1,True,direct filing page,,colletor-ai/output_restart_emni_20260617/이엠앤아이_일반자료_20260617/02_재무_신용/DART_재무/2025_재무_CFS.json,당기순이익 -4838402395 − 배당 0원,medium
emni-0237,emni,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250321001534,2024_재무_OFS.json,dataset_excel_reference,2024_재무_OFS.json,1,True,direct filing page,,colletor-ai/output_restart_emni_20260617/이엠앤아이_일반자료_20260617/02_재무_신용/DART_재무/2024_재무_OFS.json,1487 (2024),medium
emni-0238,emni,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240321001778,2023_재무_CFS.json,dataset_excel_reference,2023_재무_CFS.json,1,True,direct filing page,,colletor-ai/output_restart_emni_20260617/이엠앤아이_일반자료_20260617/02_재무_신용/DART_재무/2023_재무_CFS.json,-387 (2023),medium
emni-0239,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0240,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0241,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0242,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0243,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0244,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0245,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0246,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0247,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0248,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0249,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0250,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0251,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0252,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0253,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0254,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0255,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0256,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0257,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0258,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0259,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
